Near Surface Air Temperature,Precipitation,Alert
281.59825|281.25325|279.958875|278.53875|278.882125|280.011|280.716625,0|0|0|0|0|0|0,0
281.25325|279.958875|278.53875|278.882125|280.011|280.716625|280.998625,0|0|0|0|0|0|0,0
279.958875|278.53875|278.882125|280.011|280.716625|280.998625|281.976125,0|0|0|0|0|0|243.8594167,0
278.53875|278.882125|280.011|280.716625|280.998625|281.976125|280.673625,0|0|0|0|0|243.8594167|0,0
278.882125|280.011|280.716625|280.998625|281.976125|280.673625|281.81375,0|0|0|0|243.8594167|0|0,0
280.011|280.716625|280.998625|281.976125|280.673625|281.81375|282.922375,0|0|0|243.8594167|0|0|0,0
280.716625|280.998625|281.976125|280.673625|281.81375|282.922375|282.916625,0|0|243.8594167|0|0|0|0,0
280.998625|281.976125|280.673625|281.81375|282.922375|282.916625|284.876875,0|243.8594167|0|0|0|0|0,0
281.976125|280.673625|281.81375|282.922375|282.916625|284.876875|284.9575,243.8594167|0|0|0|0|0|0,0
280.673625|281.81375|282.922375|282.916625|284.876875|284.9575|282.38625,0|0|0|0|0|0|0,0
281.81375|282.922375|282.916625|284.876875|284.9575|282.38625|281.95575,0|0|0|0|0|0|9.4604375,0
282.922375|282.916625|284.876875|284.9575|282.38625|281.95575|283.992625,0|0|0|0|0|9.4604375|871.9107563,0
282.916625|284.876875|284.9575|282.38625|281.95575|283.992625|285.36125,0|0|0|0|9.4604375|871.9107563|0,0
284.876875|284.9575|282.38625|281.95575|283.992625|285.36125|285.096,0|0|0|9.4604375|871.9107563|0|264.3639435,0
284.9575|282.38625|281.95575|283.992625|285.36125|285.096|285.000625,0|0|9.4604375|871.9107563|0|264.3639435|0,0
282.38625|281.95575|283.992625|285.36125|285.096|285.000625|285.198125,0|9.4604375|871.9107563|0|264.3639435|0|0,0
281.95575|283.992625|285.36125|285.096|285.000625|285.198125|285.956875,9.4604375|871.9107563|0|264.3639435|0|0|202.9092083,0
283.992625|285.36125|285.096|285.000625|285.198125|285.956875|284.98375,871.9107563|0|264.3639435|0|0|202.9092083|461.3704417,0
285.36125|285.096|285.000625|285.198125|285.956875|284.98375|286.443375,0|264.3639435|0|0|202.9092083|461.3704417|0,0
285.096|285.000625|285.198125|285.956875|284.98375|286.443375|286.426375,264.3639435|0|0|202.9092083|461.3704417|0|428.8468877,0
285.000625|285.198125|285.956875|284.98375|286.443375|286.426375|288.31075,0|0|202.9092083|461.3704417|0|428.8468877|260.3145833,0
285.198125|285.956875|284.98375|286.443375|286.426375|288.31075|290.952125,0|202.9092083|461.3704417|0|428.8468877|260.3145833|0,0
285.956875|284.98375|286.443375|286.426375|288.31075|290.952125|289.508625,202.9092083|461.3704417|0|428.8468877|260.3145833|0|8.191212083,0
284.98375|286.443375|286.426375|288.31075|290.952125|289.508625|285.871125,461.3704417|0|428.8468877|260.3145833|0|8.191212083|0,0
286.443375|286.426375|288.31075|290.952125|289.508625|285.871125|284.451875,0|428.8468877|260.3145833|0|8.191212083|0|0,0
286.426375|288.31075|290.952125|289.508625|285.871125|284.451875|283.533125,428.8468877|260.3145833|0|8.191212083|0|0|0,0
288.31075|290.952125|289.508625|285.871125|284.451875|283.533125|284.019875,260.3145833|0|8.191212083|0|0|0|0,0
290.952125|289.508625|285.871125|284.451875|283.533125|284.019875|284.6815,0|8.191212083|0|0|0|0|0,0
289.508625|285.871125|284.451875|283.533125|284.019875|284.6815|285.576375,8.191212083|0|0|0|0|0|0,0
285.871125|284.451875|283.533125|284.019875|284.6815|285.576375|285.537375,0|0|0|0|0|0|0,0
284.451875|283.533125|284.019875|284.6815|285.576375|285.537375|287.38525,0|0|0|0|0|0|0,0
283.533125|284.019875|284.6815|285.576375|285.537375|287.38525|287.929375,0|0|0|0|0|0|50.58291667,0
284.019875|284.6815|285.576375|285.537375|287.38525|287.929375|289.405875,0|0|0|0|0|50.58291667|0,0
284.6815|285.576375|285.537375|287.38525|287.929375|289.405875|288.9945,0|0|0|0|50.58291667|0|0,0
285.576375|285.537375|287.38525|287.929375|289.405875|288.9945|289.049875,0|0|0|50.58291667|0|0|0,0
285.537375|287.38525|287.929375|289.405875|288.9945|289.049875|290.623375,0|0|50.58291667|0|0|0|0,0
287.38525|287.929375|289.405875|288.9945|289.049875|290.623375|290.419875,0|50.58291667|0|0|0|0|0,0
287.929375|289.405875|288.9945|289.049875|290.623375|290.419875|290.91775,50.58291667|0|0|0|0|0|67.41710417,0
289.405875|288.9945|289.049875|290.623375|290.419875|290.91775|289.897,0|0|0|0|0|67.41710417|0,0
288.9945|289.049875|290.623375|290.419875|290.91775|289.897|288.721875,0|0|0|0|67.41710417|0|0,0
289.049875|290.623375|290.419875|290.91775|289.897|288.721875|288.37025,0|0|0|67.41710417|0|0|0,0
290.623375|290.419875|290.91775|289.897|288.721875|288.37025|288.56375,0|0|67.41710417|0|0|0|0,0
290.419875|290.91775|289.897|288.721875|288.37025|288.56375|290.673125,0|67.41710417|0|0|0|0|0,0
290.91775|289.897|288.721875|288.37025|288.56375|290.673125|293.30425,67.41710417|0|0|0|0|0|0,0
289.897|288.721875|288.37025|288.56375|290.673125|293.30425|294.56225,0|0|0|0|0|0|144.0689583,0
288.721875|288.37025|288.56375|290.673125|293.30425|294.56225|292.687,0|0|0|0|0|144.0689583|204.3353875,0
288.37025|288.56375|290.673125|293.30425|294.56225|292.687|291.31825,0|0|0|0|144.0689583|204.3353875|0,0
288.56375|290.673125|293.30425|294.56225|292.687|291.31825|290.015375,0|0|0|144.0689583|204.3353875|0|0,0
290.673125|293.30425|294.56225|292.687|291.31825|290.015375|290.735625,0|0|144.0689583|204.3353875|0|0|0,0
293.30425|294.56225|292.687|291.31825|290.015375|290.735625|291.008125,0|144.0689583|204.3353875|0|0|0|163.3925938,0
294.56225|292.687|291.31825|290.015375|290.735625|291.008125|290.5555,144.0689583|204.3353875|0|0|0|163.3925938|560.0230271,0
292.687|291.31825|290.015375|290.735625|291.008125|290.5555|293.6715,204.3353875|0|0|0|163.3925938|560.0230271|0,0
291.31825|290.015375|290.735625|291.008125|290.5555|293.6715|294.04275,0|0|0|163.3925938|560.0230271|0|46.74064375,0
290.015375|290.735625|291.008125|290.5555|293.6715|294.04275|293.34025,0|0|163.3925938|560.0230271|0|46.74064375|0,0
290.735625|291.008125|290.5555|293.6715|294.04275|293.34025|291.310875,0|163.3925938|560.0230271|0|46.74064375|0|0,0
291.008125|290.5555|293.6715|294.04275|293.34025|291.310875|290.417,163.3925938|560.0230271|0|46.74064375|0|0|10.668875,0
290.5555|293.6715|294.04275|293.34025|291.310875|290.417|290.355,560.0230271|0|46.74064375|0|0|10.668875|0,1
293.6715|294.04275|293.34025|291.310875|290.417|290.355|292.054125,0|46.74064375|0|0|10.668875|0|0,0
294.04275|293.34025|291.310875|290.417|290.355|292.054125|292.74525,46.74064375|0|0|10.668875|0|0|0,0
293.34025|291.310875|290.417|290.355|292.054125|292.74525|294.019125,0|0|10.668875|0|0|0|0,0
291.310875|290.417|290.355|292.054125|292.74525|294.019125|293.9255,0|10.668875|0|0|0|0|718.3270833,1
290.417|290.355|292.054125|292.74525|294.019125|293.9255|294.236125,10.668875|0|0|0|0|718.3270833|0,0
290.355|292.054125|292.74525|294.019125|293.9255|294.236125|294.46375,0|0|0|0|718.3270833|0|0,0
292.054125|292.74525|294.019125|293.9255|294.236125|294.46375|295.709375,0|0|0|718.3270833|0|0|0,0
292.74525|294.019125|293.9255|294.236125|294.46375|295.709375|296.85575,0|0|718.3270833|0|0|0|0,0
294.019125|293.9255|294.236125|294.46375|295.709375|296.85575|297.835,0|718.3270833|0|0|0|0|0,0
293.9255|294.236125|294.46375|295.709375|296.85575|297.835|298.626375,718.3270833|0|0|0|0|0|1174.04375,0
294.236125|294.46375|295.709375|296.85575|297.835|298.626375|297.951125,0|0|0|0|0|1174.04375|31.14128937,0
294.46375|295.709375|296.85575|297.835|298.626375|297.951125|296.514625,0|0|0|0|1174.04375|31.14128937|5515.057289,0
295.709375|296.85575|297.835|298.626375|297.951125|296.514625|296.4685,0|0|0|1174.04375|31.14128937|5515.057289|6816.697854,0
296.85575|297.835|298.626375|297.951125|296.514625|296.4685|295.771,0|0|1174.04375|31.14128937|5515.057289|6816.697854|24558923.97,0
297.835|298.626375|297.951125|296.514625|296.4685|295.771|295.35925,0|1174.04375|31.14128937|5515.057289|6816.697854|24558923.97|5466.665901,0
298.626375|297.951125|296.514625|296.4685|295.771|295.35925|295.9665,1174.04375|31.14128937|5515.057289|6816.697854|24558923.97|5466.665901|3860.943008,0
297.951125|296.514625|296.4685|295.771|295.35925|295.9665|295.81525,31.14128937|5515.057289|6816.697854|24558923.97|5466.665901|3860.943008|2605.000999,0
296.514625|296.4685|295.771|295.35925|295.9665|295.81525|296.289875,5515.057289|6816.697854|24558923.97|5466.665901|3860.943008|2605.000999|28837.87248,0
296.4685|295.771|295.35925|295.9665|295.81525|296.289875|293.972125,6816.697854|24558923.97|5466.665901|3860.943008|2605.000999|28837.87248|187.2627979,0
295.771|295.35925|295.9665|295.81525|296.289875|293.972125|291.0595,24558923.97|5466.665901|3860.943008|2605.000999|28837.87248|187.2627979|254.9396625,0
295.35925|295.9665|295.81525|296.289875|293.972125|291.0595|292.48975,5466.665901|3860.943008|2605.000999|28837.87248|187.2627979|254.9396625|0,0
295.9665|295.81525|296.289875|293.972125|291.0595|292.48975|294.863375,3860.943008|2605.000999|28837.87248|187.2627979|254.9396625|0|0,0
295.81525|296.289875|293.972125|291.0595|292.48975|294.863375|297.29375,2605.000999|28837.87248|187.2627979|254.9396625|0|0|0,0
296.289875|293.972125|291.0595|292.48975|294.863375|297.29375|298.604375,28837.87248|187.2627979|254.9396625|0|0|0|79.12520333,1
293.972125|291.0595|292.48975|294.863375|297.29375|298.604375|299.102375,187.2627979|254.9396625|0|0|0|79.12520333|1887.756794,0
291.0595|292.48975|294.863375|297.29375|298.604375|299.102375|298.976375,254.9396625|0|0|0|79.12520333|1887.756794|0,0
292.48975|294.863375|297.29375|298.604375|299.102375|298.976375|299.5965,0|0|0|79.12520333|1887.756794|0|0,0
294.863375|297.29375|298.604375|299.102375|298.976375|299.5965|300.136375,0|0|79.12520333|1887.756794|0|0|0,0
297.29375|298.604375|299.102375|298.976375|299.5965|300.136375|300.5225,0|79.12520333|1887.756794|0|0|0|5.4891875,0
298.604375|299.102375|298.976375|299.5965|300.136375|300.5225|300.94375,79.12520333|1887.756794|0|0|0|5.4891875|142.6300146,0
299.102375|298.976375|299.5965|300.136375|300.5225|300.94375|300.9785,1887.756794|0|0|0|5.4891875|142.6300146|0,0
298.976375|299.5965|300.136375|300.5225|300.94375|300.9785|301.369,0|0|0|5.4891875|142.6300146|0|48251.88429,0
299.5965|300.136375|300.5225|300.94375|300.9785|301.369|302.190125,0|0|5.4891875|142.6300146|0|48251.88429|26.5280625,0
300.136375|300.5225|300.94375|300.9785|301.369|302.190125|300.6875,0|5.4891875|142.6300146|0|48251.88429|26.5280625|0,0
300.5225|300.94375|300.9785|301.369|302.190125|300.6875|302.164,5.4891875|142.6300146|0|48251.88429|26.5280625|0|0,0
300.94375|300.9785|301.369|302.190125|300.6875|302.164|303.07725,142.6300146|0|48251.88429|26.5280625|0|0|0,0
300.9785|301.369|302.190125|300.6875|302.164|303.07725|304.148,0|48251.88429|26.5280625|0|0|0|5.0866875,0
301.369|302.190125|300.6875|302.164|303.07725|304.148|303.7855,48251.88429|26.5280625|0|0|0|5.0866875|1148.203046,0
302.190125|300.6875|302.164|303.07725|304.148|303.7855|303.121,26.5280625|0|0|0|5.0866875|1148.203046|809.6475833,0
300.6875|302.164|303.07725|304.148|303.7855|303.121|303.707375,0|0|0|5.0866875|1148.203046|809.6475833|0,0
302.164|303.07725|304.148|303.7855|303.121|303.707375|304.976125,0|0|5.0866875|1148.203046|809.6475833|0|0,0
303.07725|304.148|303.7855|303.121|303.707375|304.976125|304.90125,0|5.0866875|1148.203046|809.6475833|0|0|0,0
304.148|303.7855|303.121|303.707375|304.976125|304.90125|304.62025,5.0866875|1148.203046|809.6475833|0|0|0|0,0
303.7855|303.121|303.707375|304.976125|304.90125|304.62025|304.097125,1148.203046|809.6475833|0|0|0|0|0,0
303.121|303.707375|304.976125|304.90125|304.62025|304.097125|302.27575,809.6475833|0|0|0|0|0|0,0
303.707375|304.976125|304.90125|304.62025|304.097125|302.27575|302.919875,0|0|0|0|0|0|493287.1866,0
304.976125|304.90125|304.62025|304.097125|302.27575|302.919875|303.1835,0|0|0|0|0|493287.1866|0,0
304.90125|304.62025|304.097125|302.27575|302.919875|303.1835|303,0|0|0|0|493287.1866|0|0,0
304.62025|304.097125|302.27575|302.919875|303.1835|303|302.462,0|0|0|493287.1866|0|0|510.7275,0
304.097125|302.27575|302.919875|303.1835|303|302.462|302.64575,0|0|493287.1866|0|0|510.7275|0,0
302.27575|302.919875|303.1835|303|302.462|302.64575|302.277625,0|493287.1866|0|0|510.7275|0|0,0
302.919875|303.1835|303|302.462|302.64575|302.277625|301.546875,493287.1866|0|0|510.7275|0|0|0,0
303.1835|303|302.462|302.64575|302.277625|301.546875|301.529125,0|0|510.7275|0|0|0|0,0
303|302.462|302.64575|302.277625|301.546875|301.529125|303.4565,0|510.7275|0|0|0|0|2043.56875,0
302.462|302.64575|302.277625|301.546875|301.529125|303.4565|304.64575,510.7275|0|0|0|0|2043.56875|0,0
302.64575|302.277625|301.546875|301.529125|303.4565|304.64575|303.38,0|0|0|0|2043.56875|0|0,0
302.277625|301.546875|301.529125|303.4565|304.64575|303.38|303.046875,0|0|0|2043.56875|0|0|0,0
301.546875|301.529125|303.4565|304.64575|303.38|303.046875|303.542375,0|0|2043.56875|0|0|0|0,0
301.529125|303.4565|304.64575|303.38|303.046875|303.542375|303.12725,0|2043.56875|0|0|0|0|0,0
303.4565|304.64575|303.38|303.046875|303.542375|303.12725|303.4355,2043.56875|0|0|0|0|0|0,0
304.64575|303.38|303.046875|303.542375|303.12725|303.4355|303.20625,0|0|0|0|0|0|716.546875,1
303.38|303.046875|303.542375|303.12725|303.4355|303.20625|304.225375,0|0|0|0|0|716.546875|0,0
303.046875|303.542375|303.12725|303.4355|303.20625|304.225375|295.507,0|0|0|0|716.546875|0|0,0
303.542375|303.12725|303.4355|303.20625|304.225375|295.507|304.4975,0|0|0|716.546875|0|0|0,0
303.12725|303.4355|303.20625|304.225375|295.507|304.4975|303.942375,0|0|716.546875|0|0|0|374.8304458,0
303.4355|303.20625|304.225375|295.507|304.4975|303.942375|302.379125,0|716.546875|0|0|0|374.8304458|434.8522917,0
303.20625|304.225375|295.507|304.4975|303.942375|302.379125|301.44125,716.546875|0|0|0|374.8304458|434.8522917|0,0
304.225375|295.507|304.4975|303.942375|302.379125|301.44125|301.8585,0|0|0|374.8304458|434.8522917|0|0,0
295.507|304.4975|303.942375|302.379125|301.44125|301.8585|302.74125,0|0|374.8304458|434.8522917|0|0|0,0
304.4975|303.942375|302.379125|301.44125|301.8585|302.74125|303.67375,0|374.8304458|434.8522917|0|0|0|0,0
303.942375|302.379125|301.44125|301.8585|302.74125|303.67375|305.206125,374.8304458|434.8522917|0|0|0|0|0,0
302.379125|301.44125|301.8585|302.74125|303.67375|305.206125|304.79175,434.8522917|0|0|0|0|0|0,0
301.44125|301.8585|302.74125|303.67375|305.206125|304.79175|305.686125,0|0|0|0|0|0|0,0
301.8585|302.74125|303.67375|305.206125|304.79175|305.686125|305.801625,0|0|0|0|0|0|0,0
302.74125|303.67375|305.206125|304.79175|305.686125|305.801625|305.674,0|0|0|0|0|0|4600519.585,0
303.67375|305.206125|304.79175|305.686125|305.801625|305.674|304.524,0|0|0|0|0|4600519.585|15683713.53,0
305.206125|304.79175|305.686125|305.801625|305.674|304.524|303.192875,0|0|0|0|4600519.585|15683713.53|3006.260063,0
304.79175|305.686125|305.801625|305.674|304.524|303.192875|303.2515,0|0|0|4600519.585|15683713.53|3006.260063|369.5268333,0
305.686125|305.801625|305.674|304.524|303.192875|303.2515|302.28775,0|0|4600519.585|15683713.53|3006.260063|369.5268333|1911.689792,0
305.801625|305.674|304.524|303.192875|303.2515|302.28775|301.9345,0|4600519.585|15683713.53|3006.260063|369.5268333|1911.689792|162.3821875,0
305.674|304.524|303.192875|303.2515|302.28775|301.9345|304.4085,4600519.585|15683713.53|3006.260063|369.5268333|1911.689792|162.3821875|0,0
304.524|303.192875|303.2515|302.28775|301.9345|304.4085|305.620625,15683713.53|3006.260063|369.5268333|1911.689792|162.3821875|0|0,0
303.192875|303.2515|302.28775|301.9345|304.4085|305.620625|305.587125,3006.260063|369.5268333|1911.689792|162.3821875|0|0|0,0
303.2515|302.28775|301.9345|304.4085|305.620625|305.587125|304.765375,369.5268333|1911.689792|162.3821875|0|0|0|0,0
302.28775|301.9345|304.4085|305.620625|305.587125|304.765375|302.02375,1911.689792|162.3821875|0|0|0|0|353.5592271,0
301.9345|304.4085|305.620625|305.587125|304.765375|302.02375|303.237625,162.3821875|0|0|0|0|353.5592271|1839.193958,0
304.4085|305.620625|305.587125|304.765375|302.02375|303.237625|304.438625,0|0|0|0|353.5592271|1839.193958|0,0
305.620625|305.587125|304.765375|302.02375|303.237625|304.438625|304.199625,0|0|0|353.5592271|1839.193958|0|0,0
305.587125|304.765375|302.02375|303.237625|304.438625|304.199625|303.62775,0|0|353.5592271|1839.193958|0|0|0,0
304.765375|302.02375|303.237625|304.438625|304.199625|303.62775|303.848875,0|353.5592271|1839.193958|0|0|0|21131.30979,0
302.02375|303.237625|304.438625|304.199625|303.62775|303.848875|303.96825,353.5592271|1839.193958|0|0|0|21131.30979|4.487265833,0
303.237625|304.438625|304.199625|303.62775|303.848875|303.96825|303.618,1839.193958|0|0|0|21131.30979|4.487265833|3709.980481,0
304.438625|304.199625|303.62775|303.848875|303.96825|303.618|303.132375,0|0|0|21131.30979|4.487265833|3709.980481|178.5641362,0
304.199625|303.62775|303.848875|303.96825|303.618|303.132375|302.020875,0|0|21131.30979|4.487265833|3709.980481|178.5641362|0,0
303.62775|303.848875|303.96825|303.618|303.132375|302.020875|302.2785,0|21131.30979|4.487265833|3709.980481|178.5641362|0|978.1823,0
303.848875|303.96825|303.618|303.132375|302.020875|302.2785|302.255875,21131.30979|4.487265833|3709.980481|178.5641362|0|978.1823|1469.586167,0
303.96825|303.618|303.132375|302.020875|302.2785|302.255875|303.333,4.487265833|3709.980481|178.5641362|0|978.1823|1469.586167|430.0082204,0
303.618|303.132375|302.020875|302.2785|302.255875|303.333|302.51575,3709.980481|178.5641362|0|978.1823|1469.586167|430.0082204|15.31592708,0
303.132375|302.020875|302.2785|302.255875|303.333|302.51575|303.3145,178.5641362|0|978.1823|1469.586167|430.0082204|15.31592708|0,0
302.020875|302.2785|302.255875|303.333|302.51575|303.3145|304.195375,0|978.1823|1469.586167|430.0082204|15.31592708|0|22266.46558,0
302.2785|302.255875|303.333|302.51575|303.3145|304.195375|303.88275,978.1823|1469.586167|430.0082204|15.31592708|0|22266.46558|3538.566933,0
302.255875|303.333|302.51575|303.3145|304.195375|303.88275|304.10475,1469.586167|430.0082204|15.31592708|0|22266.46558|3538.566933|337.5991667,0
303.333|302.51575|303.3145|304.195375|303.88275|304.10475|303.854125,430.0082204|15.31592708|0|22266.46558|3538.566933|337.5991667|1792.569747,0
302.51575|303.3145|304.195375|303.88275|304.10475|303.854125|302.282375,15.31592708|0|22266.46558|3538.566933|337.5991667|1792.569747|1801.384448,0
303.3145|304.195375|303.88275|304.10475|303.854125|302.282375|301.445625,0|22266.46558|3538.566933|337.5991667|1792.569747|1801.384448|585.4124813,0
304.195375|303.88275|304.10475|303.854125|302.282375|301.445625|302.63075,22266.46558|3538.566933|337.5991667|1792.569747|1801.384448|585.4124813|301.735375,0
303.88275|304.10475|303.854125|302.282375|301.445625|302.63075|304.71775,3538.566933|337.5991667|1792.569747|1801.384448|585.4124813|301.735375|0,0
304.10475|303.854125|302.282375|301.445625|302.63075|304.71775|304.295875,337.5991667|1792.569747|1801.384448|585.4124813|301.735375|0|183.8379854,0
303.854125|302.282375|301.445625|302.63075|304.71775|304.295875|303.462125,1792.569747|1801.384448|585.4124813|301.735375|0|183.8379854|15.19875,0
302.282375|301.445625|302.63075|304.71775|304.295875|303.462125|301.9055,1801.384448|585.4124813|301.735375|0|183.8379854|15.19875|405.0311521,0
301.445625|302.63075|304.71775|304.295875|303.462125|301.9055|304.544875,585.4124813|301.735375|0|183.8379854|15.19875|405.0311521|7.839729167,0
302.63075|304.71775|304.295875|303.462125|301.9055|304.544875|304.9045,301.735375|0|183.8379854|15.19875|405.0311521|7.839729167|340.7538604,0
304.71775|304.295875|303.462125|301.9055|304.544875|304.9045|303.4755,0|183.8379854|15.19875|405.0311521|7.839729167|340.7538604|0,0
304.295875|303.462125|301.9055|304.544875|304.9045|303.4755|303.26175,183.8379854|15.19875|405.0311521|7.839729167|340.7538604|0|155.2591667,0
303.462125|301.9055|304.544875|304.9045|303.4755|303.26175|302.6645,15.19875|405.0311521|7.839729167|340.7538604|0|155.2591667|25.59111375,0
301.9055|304.544875|304.9045|303.4755|303.26175|302.6645|301.0435,405.0311521|7.839729167|340.7538604|0|155.2591667|25.59111375|470.3298406,0
304.544875|304.9045|303.4755|303.26175|302.6645|301.0435|296.824,7.839729167|340.7538604|0|155.2591667|25.59111375|470.3298406|240.5994375,0
304.9045|303.4755|303.26175|302.6645|301.0435|296.824|296.464,340.7538604|0|155.2591667|25.59111375|470.3298406|240.5994375|354.7666417,0
303.4755|303.26175|302.6645|301.0435|296.824|296.464|298.15425,0|155.2591667|25.59111375|470.3298406|240.5994375|354.7666417|19.807,0
303.26175|302.6645|301.0435|296.824|296.464|298.15425|298.83675,155.2591667|25.59111375|470.3298406|240.5994375|354.7666417|19.807|0,0
302.6645|301.0435|296.824|296.464|298.15425|298.83675|299.5045,25.59111375|470.3298406|240.5994375|354.7666417|19.807|0|0,0
