Near Surface Air Temperature,Precipitation,Alert
303.6375|302.963625|303.151|303.4865|302.867375|302.27675|299.734625,54.43208333|22.61235625|6.407583333|0|0|92.58889875|43.82305,0
302.963625|303.151|303.4865|302.867375|302.27675|299.734625|299.20375,22.61235625|6.407583333|0|0|92.58889875|43.82305|0,0
303.151|303.4865|302.867375|302.27675|299.734625|299.20375|299.3895,6.407583333|0|0|92.58889875|43.82305|0|0.463052083,0
303.4865|302.867375|302.27675|299.734625|299.20375|299.3895|300.1275,0|0|92.58889875|43.82305|0|0.463052083|0,0
302.867375|302.27675|299.734625|299.20375|299.3895|300.1275|299.776625,0|92.58889875|43.82305|0|0.463052083|0|0,0
302.27675|299.734625|299.20375|299.3895|300.1275|299.776625|299.559625,92.58889875|43.82305|0|0.463052083|0|0|0,0
299.734625|299.20375|299.3895|300.1275|299.776625|299.559625|299.635375,43.82305|0|0.463052083|0|0|0|0,0
299.20375|299.3895|300.1275|299.776625|299.559625|299.635375|299.88025,0|0.463052083|0|0|0|0|0,0
299.3895|300.1275|299.776625|299.559625|299.635375|299.88025|299.995625,0.463052083|0|0|0|0|0|0,0
300.1275|299.776625|299.559625|299.635375|299.88025|299.995625|299.873125,0|0|0|0|0|0|3.754469167,0
299.776625|299.559625|299.635375|299.88025|299.995625|299.873125|300.51425,0|0|0|0|0|3.754469167|0,0
299.559625|299.635375|299.88025|299.995625|299.873125|300.51425|300.579125,0|0|0|0|3.754469167|0|0,0
299.635375|299.88025|299.995625|299.873125|300.51425|300.579125|300.185875,0|0|0|3.754469167|0|0|0,0
299.88025|299.995625|299.873125|300.51425|300.579125|300.185875|300.116125,0|0|3.754469167|0|0|0|0,0
299.995625|299.873125|300.51425|300.579125|300.185875|300.116125|301.185375,0|3.754469167|0|0|0|0|0,0
299.873125|300.51425|300.579125|300.185875|300.116125|301.185375|300.214875,3.754469167|0|0|0|0|0|1.978795,0
300.51425|300.579125|300.185875|300.116125|301.185375|300.214875|298.392125,0|0|0|0|0|1.978795|0.026740417,0
300.579125|300.185875|300.116125|301.185375|300.214875|298.392125|298.702,0|0|0|0|1.978795|0.026740417|0,0
300.185875|300.116125|301.185375|300.214875|298.392125|298.702|298.381375,0|0|0|1.978795|0.026740417|0|0,0
300.116125|301.185375|300.214875|298.392125|298.702|298.381375|297.610125,0|0|1.978795|0.026740417|0|0|0,0
301.185375|300.214875|298.392125|298.702|298.381375|297.610125|297.116375,0|1.978795|0.026740417|0|0|0|0,0
300.214875|298.392125|298.702|298.381375|297.610125|297.116375|295.50225,1.978795|0.026740417|0|0|0|0|0,0
298.392125|298.702|298.381375|297.610125|297.116375|295.50225|295.681,0.026740417|0|0|0|0|0|0,0
298.702|298.381375|297.610125|297.116375|295.50225|295.681|295.384875,0|0|0|0|0|0|0,0
298.381375|297.610125|297.116375|295.50225|295.681|295.384875|295.58125,0|0|0|0|0|0|0,0
297.610125|297.116375|295.50225|295.681|295.384875|295.58125|296.000125,0|0|0|0|0|0|0,0
297.116375|295.50225|295.681|295.384875|295.58125|296.000125|294.399,0|0|0|0|0|0|0,0
295.50225|295.681|295.384875|295.58125|296.000125|294.399|295.232125,0|0|0|0|0|0|0,0
295.681|295.384875|295.58125|296.000125|294.399|295.232125|294.026375,0|0|0|0|0|0|0,0
295.384875|295.58125|296.000125|294.399|295.232125|294.026375|294.091625,0|0|0|0|0|0|0,0
295.58125|296.000125|294.399|295.232125|294.026375|294.091625|292.471625,0|0|0|0|0|0|0,0
296.000125|294.399|295.232125|294.026375|294.091625|292.471625|292.3385,0|0|0|0|0|0|0,0
294.399|295.232125|294.026375|294.091625|292.471625|292.3385|293.469,0|0|0|0|0|0|0,0
295.232125|294.026375|294.091625|292.471625|292.3385|293.469|293.17325,0|0|0|0|0|0|0,0
294.026375|294.091625|292.471625|292.3385|293.469|293.17325|292.227375,0|0|0|0|0|0|0,0
294.091625|292.471625|292.3385|293.469|293.17325|292.227375|292.0455,0|0|0|0|0|0|0,0
292.471625|292.3385|293.469|293.17325|292.227375|292.0455|292.0695,0|0|0|0|0|0|0,0
292.3385|293.469|293.17325|292.227375|292.0455|292.0695|292.0895,0|0|0|0|0|0|0,0
293.469|293.17325|292.227375|292.0455|292.0695|292.0895|292.565,0|0|0|0|0|0|0,0
293.17325|292.227375|292.0455|292.0695|292.0895|292.565|292.144875,0|0|0|0|0|0|0,0
292.227375|292.0455|292.0695|292.0895|292.565|292.144875|291.76625,0|0|0|0|0|0|0,0
292.0455|292.0695|292.0895|292.565|292.144875|291.76625|291.539,0|0|0|0|0|0|0,0
292.0695|292.0895|292.565|292.144875|291.76625|291.539|292.682875,0|0|0|0|0|0|0,0
292.0895|292.565|292.144875|291.76625|291.539|292.682875|293.389,0|0|0|0|0|0|0,0
292.565|292.144875|291.76625|291.539|292.682875|293.389|293.472625,0|0|0|0|0|0|0,0
292.144875|291.76625|291.539|292.682875|293.389|293.472625|292.679,0|0|0|0|0|0|0,0
291.76625|291.539|292.682875|293.389|293.472625|292.679|292.328,0|0|0|0|0|0|0,0
291.539|292.682875|293.389|293.472625|292.679|292.328|292.83025,0|0|0|0|0|0|0,0
292.682875|293.389|293.472625|292.679|292.328|292.83025|293.010125,0|0|0|0|0|0|0,0
293.389|293.472625|292.679|292.328|292.83025|293.010125|293.615875,0|0|0|0|0|0|0,0
293.472625|292.679|292.328|292.83025|293.010125|293.615875|292.46925,0|0|0|0|0|0|0,0
292.679|292.328|292.83025|293.010125|293.615875|292.46925|291.96475,0|0|0|0|0|0|0,0
292.328|292.83025|293.010125|293.615875|292.46925|291.96475|291.37375,0|0|0|0|0|0|0,0
292.83025|293.010125|293.615875|292.46925|291.96475|291.37375|290.722,0|0|0|0|0|0|0,0
293.010125|293.615875|292.46925|291.96475|291.37375|290.722|290.496875,0|0|0|0|0|0|0,0
293.615875|292.46925|291.96475|291.37375|290.722|290.496875|289.918875,0|0|0|0|0|0|0,0
292.46925|291.96475|291.37375|290.722|290.496875|289.918875|289.6495,0|0|0|0|0|0|24.65208333,0
291.96475|291.37375|290.722|290.496875|289.918875|289.6495|290.91425,0|0|0|0|0|24.65208333|0,0
291.37375|290.722|290.496875|289.918875|289.6495|290.91425|291.517375,0|0|0|0|24.65208333|0|0,0
290.722|290.496875|289.918875|289.6495|290.91425|291.517375|293.111625,0|0|0|24.65208333|0|0|0,0
290.496875|289.918875|289.6495|290.91425|291.517375|293.111625|292.535875,0|0|24.65208333|0|0|0|0,0
289.918875|289.6495|290.91425|291.517375|293.111625|292.535875|291.993,0|24.65208333|0|0|0|0|0,0
289.6495|290.91425|291.517375|293.111625|292.535875|291.993|290.31725,24.65208333|0|0|0|0|0|0,0
290.91425|291.517375|293.111625|292.535875|291.993|290.31725|289.50025,0|0|0|0|0|0|0,0
291.517375|293.111625|292.535875|291.993|290.31725|289.50025|288.712375,0|0|0|0|0|0|0,0
293.111625|292.535875|291.993|290.31725|289.50025|288.712375|288.372125,0|0|0|0|0|0|0,0
292.535875|291.993|290.31725|289.50025|288.712375|288.372125|288.619125,0|0|0|0|0|0|0,0
291.993|290.31725|289.50025|288.712375|288.372125|288.619125|288.874125,0|0|0|0|0|0|0,0
290.31725|289.50025|288.712375|288.372125|288.619125|288.874125|288.448125,0|0|0|0|0|0|0,0
289.50025|288.712375|288.372125|288.619125|288.874125|288.448125|287.9845,0|0|0|0|0|0|0,0
288.712375|288.372125|288.619125|288.874125|288.448125|287.9845|287.70725,0|0|0|0|0|0|0,0
288.372125|288.619125|288.874125|288.448125|287.9845|287.70725|287.40075,0|0|0|0|0|0|0,0
288.619125|288.874125|288.448125|287.9845|287.70725|287.40075|286.185625,0|0|0|0|0|0|0,0
288.874125|288.448125|287.9845|287.70725|287.40075|286.185625|286.591125,0|0|0|0|0|0|0,0
288.448125|287.9845|287.70725|287.40075|286.185625|286.591125|287.680375,0|0|0|0|0|0|0,0
287.9845|287.70725|287.40075|286.185625|286.591125|287.680375|288.730375,0|0|0|0|0|0|0,0
287.70725|287.40075|286.185625|286.591125|287.680375|288.730375|288.079875,0|0|0|0|0|0|0,0
287.40075|286.185625|286.591125|287.680375|288.730375|288.079875|287.636625,0|0|0|0|0|0|48.51145833,0
286.185625|286.591125|287.680375|288.730375|288.079875|287.636625|287.457625,0|0|0|0|0|48.51145833|0,0
286.591125|287.680375|288.730375|288.079875|287.636625|287.457625|287.304125,0|0|0|0|48.51145833|0|0,0
287.680375|288.730375|288.079875|287.636625|287.457625|287.304125|286.500625,0|0|0|48.51145833|0|0|0,0
288.730375|288.079875|287.636625|287.457625|287.304125|286.500625|285.99825,0|0|48.51145833|0|0|0|0,0
288.079875|287.636625|287.457625|287.304125|286.500625|285.99825|284.917375,0|48.51145833|0|0|0|0|5229.507763,0
287.636625|287.457625|287.304125|286.500625|285.99825|284.917375|285.2575,48.51145833|0|0|0|0|5229.507763|19.20275,0
287.457625|287.304125|286.500625|285.99825|284.917375|285.2575|284.801,0|0|0|0|5229.507763|19.20275|2028.611041,0
287.304125|286.500625|285.99825|284.917375|285.2575|284.801|281.72425,0|0|0|5229.507763|19.20275|2028.611041|49.51414042,0
286.500625|285.99825|284.917375|285.2575|284.801|281.72425|284.000875,0|0|5229.507763|19.20275|2028.611041|49.51414042|0,0
285.99825|284.917375|285.2575|284.801|281.72425|284.000875|284.274,0|5229.507763|19.20275|2028.611041|49.51414042|0|149.0815833,0
284.917375|285.2575|284.801|281.72425|284.000875|284.274|284.54325,5229.507763|19.20275|2028.611041|49.51414042|0|149.0815833|0,0
285.2575|284.801|281.72425|284.000875|284.274|284.54325|285.496125,19.20275|2028.611041|49.51414042|0|149.0815833|0|0,0
284.801|281.72425|284.000875|284.274|284.54325|285.496125|284.7115,2028.611041|49.51414042|0|149.0815833|0|0|327.0698271,0
281.72425|284.000875|284.274|284.54325|285.496125|284.7115|286.2125,49.51414042|0|149.0815833|0|0|327.0698271|0,0
284.000875|284.274|284.54325|285.496125|284.7115|286.2125|285.816875,0|149.0815833|0|0|327.0698271|0|313.3231417,0
284.274|284.54325|285.496125|284.7115|286.2125|285.816875|285.60325,149.0815833|0|0|327.0698271|0|313.3231417|446.5569375,0
284.54325|285.496125|284.7115|286.2125|285.816875|285.60325|281.703,0|0|327.0698271|0|313.3231417|446.5569375|28.58818604,0
285.496125|284.7115|286.2125|285.816875|285.60325|281.703|283.024,0|327.0698271|0|313.3231417|446.5569375|28.58818604|0,0
284.7115|286.2125|285.816875|285.60325|281.703|283.024|282.1935,327.0698271|0|313.3231417|446.5569375|28.58818604|0|0,0
286.2125|285.816875|285.60325|281.703|283.024|282.1935|282.08975,0|313.3231417|446.5569375|28.58818604|0|0|0,0
285.816875|285.60325|281.703|283.024|282.1935|282.08975|281.968125,313.3231417|446.5569375|28.58818604|0|0|0|0,0
285.60325|281.703|283.024|282.1935|282.08975|281.968125|281.7605,446.5569375|28.58818604|0|0|0|0|0,0
281.703|283.024|282.1935|282.08975|281.968125|281.7605|283.1915,28.58818604|0|0|0|0|0|0,0
283.024|282.1935|282.08975|281.968125|281.7605|283.1915|283.52825,0|0|0|0|0|0|2.074779167,0
282.1935|282.08975|281.968125|281.7605|283.1915|283.52825|283.57175,0|0|0|0|0|2.074779167|144.1931563,0
282.08975|281.968125|281.7605|283.1915|283.52825|283.57175|283.8215,0|0|0|0|2.074779167|144.1931563|216.1495833,0
281.968125|281.7605|283.1915|283.52825|283.57175|283.8215|284.263625,0|0|0|2.074779167|144.1931563|216.1495833|13.84606667,0
281.7605|283.1915|283.52825|283.57175|283.8215|284.263625|285.750625,0|0|2.074779167|144.1931563|216.1495833|13.84606667|0,0
283.1915|283.52825|283.57175|283.8215|284.263625|285.750625|285.46625,0|2.074779167|144.1931563|216.1495833|13.84606667|0|0,0
283.52825|283.57175|283.8215|284.263625|285.750625|285.46625|286.708,2.074779167|144.1931563|216.1495833|13.84606667|0|0|0,0
283.57175|283.8215|284.263625|285.750625|285.46625|286.708|285.363875,144.1931563|216.1495833|13.84606667|0|0|0|0,0
283.8215|284.263625|285.750625|285.46625|286.708|285.363875|283.09125,216.1495833|13.84606667|0|0|0|0|0,0
284.263625|285.750625|285.46625|286.708|285.363875|283.09125|282.213125,13.84606667|0|0|0|0|0|0,0
285.750625|285.46625|286.708|285.363875|283.09125|282.213125|281.357625,0|0|0|0|0|0|0,0
285.46625|286.708|285.363875|283.09125|282.213125|281.357625|281.12875,0|0|0|0|0|0|0,0
286.708|285.363875|283.09125|282.213125|281.357625|281.12875|279.9345,0|0|0|0|0|0|0,0
285.363875|283.09125|282.213125|281.357625|281.12875|279.9345|280.181375,0|0|0|0|0|0|0,0
283.09125|282.213125|281.357625|281.12875|279.9345|280.181375|280.435625,0|0|0|0|0|0|2.2638125,0
282.213125|281.357625|281.12875|279.9345|280.181375|280.435625|281.156875,0|0|0|0|0|2.2638125|0,0
281.357625|281.12875|279.9345|280.181375|280.435625|281.156875|281.308,0|0|0|0|2.2638125|0|0,0
281.12875|279.9345|280.181375|280.435625|281.156875|281.308|280.91125,0|0|0|2.2638125|0|0|3.056458333,0
279.9345|280.181375|280.435625|281.156875|281.308|280.91125|282.66075,0|0|2.2638125|0|0|3.056458333|344.3658958,0
280.181375|280.435625|281.156875|281.308|280.91125|282.66075|283.143625,0|2.2638125|0|0|3.056458333|344.3658958|1305.908971,0
280.435625|281.156875|281.308|280.91125|282.66075|283.143625|282.464625,2.2638125|0|0|3.056458333|344.3658958|1305.908971|52.87368646,0
281.156875|281.308|280.91125|282.66075|283.143625|282.464625|282.57225,0|0|3.056458333|344.3658958|1305.908971|52.87368646|118.4655104,0
281.308|280.91125|282.66075|283.143625|282.464625|282.57225|280.75,0|3.056458333|344.3658958|1305.908971|52.87368646|118.4655104|22.69489583,0
280.91125|282.66075|283.143625|282.464625|282.57225|280.75|280.888375,3.056458333|344.3658958|1305.908971|52.87368646|118.4655104|22.69489583|0,0
282.66075|283.143625|282.464625|282.57225|280.75|280.888375|279.953875,344.3658958|1305.908971|52.87368646|118.4655104|22.69489583|0|0,0
283.143625|282.464625|282.57225|280.75|280.888375|279.953875|279.83625,1305.908971|52.87368646|118.4655104|22.69489583|0|0|87.26664167,0
282.464625|282.57225|280.75|280.888375|279.953875|279.83625|280.904375,52.87368646|118.4655104|22.69489583|0|0|87.26664167|8.073354167,0
282.57225|280.75|280.888375|279.953875|279.83625|280.904375|282.3165,118.4655104|22.69489583|0|0|87.26664167|8.073354167|1514.493938,0
280.75|280.888375|279.953875|279.83625|280.904375|282.3165|281.66575,22.69489583|0|0|87.26664167|8.073354167|1514.493938|2144.353525,0
280.888375|279.953875|279.83625|280.904375|282.3165|281.66575|283.481625,0|0|87.26664167|8.073354167|1514.493938|2144.353525|130.4211271,0
279.953875|279.83625|280.904375|282.3165|281.66575|283.481625|282.0315,0|87.26664167|8.073354167|1514.493938|2144.353525|130.4211271|298.1812648,0
279.83625|280.904375|282.3165|281.66575|283.481625|282.0315|282.294875,87.26664167|8.073354167|1514.493938|2144.353525|130.4211271|298.1812648|16.22140417,0
280.904375|282.3165|281.66575|283.481625|282.0315|282.294875|280.066875,8.073354167|1514.493938|2144.353525|130.4211271|298.1812648|16.22140417|0,0
282.3165|281.66575|283.481625|282.0315|282.294875|280.066875|279.642,1514.493938|2144.353525|130.4211271|298.1812648|16.22140417|0|0,0
281.66575|283.481625|282.0315|282.294875|280.066875|279.642|278.630375,2144.353525|130.4211271|298.1812648|16.22140417|0|0|0,0
283.481625|282.0315|282.294875|280.066875|279.642|278.630375|278.558875,130.4211271|298.1812648|16.22140417|0|0|0|0,0
282.0315|282.294875|280.066875|279.642|278.630375|278.558875|278.594875,298.1812648|16.22140417|0|0|0|0|0,0
282.294875|280.066875|279.642|278.630375|278.558875|278.594875|277.845625,16.22140417|0|0|0|0|0|0,0
280.066875|279.642|278.630375|278.558875|278.594875|277.845625|277.758875,0|0|0|0|0|0|119.2533333,0
279.642|278.630375|278.558875|278.594875|277.845625|277.758875|278.032,0|0|0|0|0|119.2533333|144.3783333,0
278.630375|278.558875|278.594875|277.845625|277.758875|278.032|278.15475,0|0|0|0|119.2533333|144.3783333|0,0
278.558875|278.594875|277.845625|277.758875|278.032|278.15475|278.066625,0|0|0|119.2533333|144.3783333|0|803.1041667,0
278.594875|277.845625|277.758875|278.032|278.15475|278.066625|277.538375,0|0|119.2533333|144.3783333|0|803.1041667|0,0
277.845625|277.758875|278.032|278.15475|278.066625|277.538375|281.37775,0|119.2533333|144.3783333|0|803.1041667|0|0,0
277.758875|278.032|278.15475|278.066625|277.538375|281.37775|280.452875,119.2533333|144.3783333|0|803.1041667|0|0|0,0
278.032|278.15475|278.066625|277.538375|281.37775|280.452875|280.666625,144.3783333|0|803.1041667|0|0|0|0,0
278.15475|278.066625|277.538375|281.37775|280.452875|280.666625|281.589875,0|803.1041667|0|0|0|0|2.265539583,0
278.066625|277.538375|281.37775|280.452875|280.666625|281.589875|278.678625,803.1041667|0|0|0|0|2.265539583|1.484544792,0
277.538375|281.37775|280.452875|280.666625|281.589875|278.678625|279.29925,0|0|0|0|2.265539583|1.484544792|0,0
281.37775|280.452875|280.666625|281.589875|278.678625|279.29925|279.2515,0|0|0|2.265539583|1.484544792|0|0,0
280.452875|280.666625|281.589875|278.678625|279.29925|279.2515|277.907375,0|0|2.265539583|1.484544792|0|0|0,0
280.666625|281.589875|278.678625|279.29925|279.2515|277.907375|277.346875,0|2.265539583|1.484544792|0|0|0|0,0
281.589875|278.678625|279.29925|279.2515|277.907375|277.346875|277.89125,2.265539583|1.484544792|0|0|0|0|0,0
278.678625|279.29925|279.2515|277.907375|277.346875|277.89125|278.500375,1.484544792|0|0|0|0|0|0,0
279.29925|279.2515|277.907375|277.346875|277.89125|278.500375|279.84,0|0|0|0|0|0|0,0
279.2515|277.907375|277.346875|277.89125|278.500375|279.84|281.236,0|0|0|0|0|0|0,0
277.907375|277.346875|277.89125|278.500375|279.84|281.236|281.263375,0|0|0|0|0|0|0,0
277.346875|277.89125|278.500375|279.84|281.236|281.263375|281.180125,0|0|0|0|0|0|0,0
277.89125|278.500375|279.84|281.236|281.263375|281.180125|282.302625,0|0|0|0|0|0|0,0
278.500375|279.84|281.236|281.263375|281.180125|282.302625|284.457375,0|0|0|0|0|0|0,0
279.84|281.236|281.263375|281.180125|282.302625|284.457375|285.85675,0|0|0|0|0|0|0,0
281.236|281.263375|281.180125|282.302625|284.457375|285.85675|286.28125,0|0|0|0|0|0|17.63710208,0
281.263375|281.180125|282.302625|284.457375|285.85675|286.28125|288.227375,0|0|0|0|0|17.63710208|661.5265583,0
281.180125|282.302625|284.457375|285.85675|286.28125|288.227375|288.261125,0|0|0|0|17.63710208|661.5265583|0,0
282.302625|284.457375|285.85675|286.28125|288.227375|288.261125|289.33475,0|0|0|17.63710208|661.5265583|0|0,0
284.457375|285.85675|286.28125|288.227375|288.261125|289.33475|289.63825,0|0|17.63710208|661.5265583|0|0|0,0
285.85675|286.28125|288.227375|288.261125|289.33475|289.63825|290.038875,0|17.63710208|661.5265583|0|0|0|0,0
286.28125|288.227375|288.261125|289.33475|289.63825|290.038875|287.435,17.63710208|661.5265583|0|0|0|0|0,0
288.227375|288.261125|289.33475|289.63825|290.038875|287.435|285.715,661.5265583|0|0|0|0|0|0,0
288.261125|289.33475|289.63825|290.038875|287.435|285.715|285.442375,0|0|0|0|0|0|0,0
289.33475|289.63825|290.038875|287.435|285.715|285.442375|287.141625,0|0|0|0|0|0|0,0
289.63825|290.038875|287.435|285.715|285.442375|287.141625|289.215625,0|0|0|0|0|0|0,0
290.038875|287.435|285.715|285.442375|287.141625|289.215625|290.900125,0|0|0|0|0|0|0,0
287.435|285.715|285.442375|287.141625|289.215625|290.900125|292.406375,0|0|0|0|0|0|0,0
285.715|285.442375|287.141625|289.215625|290.900125|292.406375|292.851125,0|0|0|0|0|0|0,0
285.442375|287.141625|289.215625|290.900125|292.406375|292.851125|292.020125,0|0|0|0|0|0|0,0
287.141625|289.215625|290.900125|292.406375|292.851125|292.020125|291.039375,0|0|0|0|0|0|0,0
289.215625|290.900125|292.406375|292.851125|292.020125|291.039375|291.731,0|0|0|0|0|0|0,0
290.900125|292.406375|292.851125|292.020125|291.039375|291.731|292.370125,0|0|0|0|0|0|0,0
292.406375|292.851125|292.020125|291.039375|291.731|292.370125|292.77875,0|0|0|0|0|0|0,0
292.851125|292.020125|291.039375|291.731|292.370125|292.77875|292.619125,0|0|0|0|0|0|614.7754896,0
292.020125|291.039375|291.731|292.370125|292.77875|292.619125|290.535125,0|0|0|0|0|614.7754896|0,0
291.039375|291.731|292.370125|292.77875|292.619125|290.535125|290.723625,0|0|0|0|614.7754896|0|0,0
291.731|292.370125|292.77875|292.619125|290.535125|290.723625|291.085125,0|0|0|614.7754896|0|0|0,0
292.370125|292.77875|292.619125|290.535125|290.723625|291.085125|292.085375,0|0|614.7754896|0|0|0|690.4417083,0
292.77875|292.619125|290.535125|290.723625|291.085125|292.085375|291.957875,0|614.7754896|0|0|0|690.4417083|0,0
292.619125|290.535125|290.723625|291.085125|292.085375|291.957875|291.82725,614.7754896|0|0|0|690.4417083|0|0,0
290.535125|290.723625|291.085125|292.085375|291.957875|291.82725|291.762875,0|0|0|690.4417083|0|0|0,0
290.723625|291.085125|292.085375|291.957875|291.82725|291.762875|292.23575,0|0|690.4417083|0|0|0|0,0
291.085125|292.085375|291.957875|291.82725|291.762875|292.23575|293.493,0|690.4417083|0|0|0|0|0,0
292.085375|291.957875|291.82725|291.762875|292.23575|293.493|294.43625,690.4417083|0|0|0|0|0|0,0
291.957875|291.82725|291.762875|292.23575|293.493|294.43625|295.341875,0|0|0|0|0|0|0,0
291.82725|291.762875|292.23575|293.493|294.43625|295.341875|294.05525,0|0|0|0|0|0|0,0
291.762875|292.23575|293.493|294.43625|295.341875|294.05525|292.440125,0|0|0|0|0|0|0,0
292.23575|293.493|294.43625|295.341875|294.05525|292.440125|292.789375,0|0|0|0|0|0|0,0
293.493|294.43625|295.341875|294.05525|292.440125|292.789375|294.282125,0|0|0|0|0|0|0,0
294.43625|295.341875|294.05525|292.440125|292.789375|294.282125|293.875625,0|0|0|0|0|0|0,0
295.341875|294.05525|292.440125|292.789375|294.282125|293.875625|294.298875,0|0|0|0|0|0|0,0
294.05525|292.440125|292.789375|294.282125|293.875625|294.298875|294.32875,0|0|0|0|0|0|0,0
292.440125|292.789375|294.282125|293.875625|294.298875|294.32875|294.575375,0|0|0|0|0|0|0,0
292.789375|294.282125|293.875625|294.298875|294.32875|294.575375|295.333125,0|0|0|0|0|0|109.153125,0
294.282125|293.875625|294.298875|294.32875|294.575375|295.333125|295.97975,0|0|0|0|0|109.153125|70.03972917,0
293.875625|294.298875|294.32875|294.575375|295.333125|295.97975|296.73825,0|0|0|0|109.153125|70.03972917|0,0
294.298875|294.32875|294.575375|295.333125|295.97975|296.73825|297.39725,0|0|0|109.153125|70.03972917|0|0,0
294.32875|294.575375|295.333125|295.97975|296.73825|297.39725|297.61425,0|0|109.153125|70.03972917|0|0|0,0
294.575375|295.333125|295.97975|296.73825|297.39725|297.61425|298.174625,0|109.153125|70.03972917|0|0|0|48.77225896,0
295.333125|295.97975|296.73825|297.39725|297.61425|298.174625|296.36625,109.153125|70.03972917|0|0|0|48.77225896|3096.182943,0
295.97975|296.73825|297.39725|297.61425|298.174625|296.36625|294.1615,70.03972917|0|0|0|48.77225896|3096.182943|911.741251,0
296.73825|297.39725|297.61425|298.174625|296.36625|294.1615|291.45375,0|0|0|48.77225896|3096.182943|911.741251|121.2955498,0
297.39725|297.61425|298.174625|296.36625|294.1615|291.45375|288.857625,0|0|48.77225896|3096.182943|911.741251|121.2955498|82.39805563,0
297.61425|298.174625|296.36625|294.1615|291.45375|288.857625|292.168,0|48.77225896|3096.182943|911.741251|121.2955498|82.39805563|0,0
298.174625|296.36625|294.1615|291.45375|288.857625|292.168|292.638,48.77225896|3096.182943|911.741251|121.2955498|82.39805563|0|1574.139628,0
296.36625|294.1615|291.45375|288.857625|292.168|292.638|293.4235,3096.182943|911.741251|121.2955498|82.39805563|0|1574.139628|685.456125,0
294.1615|291.45375|288.857625|292.168|292.638|293.4235|295.407625,911.741251|121.2955498|82.39805563|0|1574.139628|685.456125|47.378125,0
291.45375|288.857625|292.168|292.638|293.4235|295.407625|296.383,121.2955498|82.39805563|0|1574.139628|685.456125|47.378125|213.5097667,0
288.857625|292.168|292.638|293.4235|295.407625|296.383|296.279625,82.39805563|0|1574.139628|685.456125|47.378125|213.5097667|2950.148558,0
292.168|292.638|293.4235|295.407625|296.383|296.279625|297.679375,0|1574.139628|685.456125|47.378125|213.5097667|2950.148558|0,0
292.638|293.4235|295.407625|296.383|296.279625|297.679375|297.20775,1574.139628|685.456125|47.378125|213.5097667|2950.148558|0|0,0
293.4235|295.407625|296.383|296.279625|297.679375|297.20775|297.55675,685.456125|47.378125|213.5097667|2950.148558|0|0|65.29928063,0
295.407625|296.383|296.279625|297.679375|297.20775|297.55675|297.5225,47.378125|213.5097667|2950.148558|0|0|65.29928063|1551.031694,0
296.383|296.279625|297.679375|297.20775|297.55675|297.5225|294.963875,213.5097667|2950.148558|0|0|65.29928063|1551.031694|0,0
296.279625|297.679375|297.20775|297.55675|297.5225|294.963875|294.7325,2950.148558|0|0|65.29928063|1551.031694|0|0,0
297.679375|297.20775|297.55675|297.5225|294.963875|294.7325|294.889375,0|0|65.29928063|1551.031694|0|0|0,0
297.20775|297.55675|297.5225|294.963875|294.7325|294.889375|296.357125,0|65.29928063|1551.031694|0|0|0|2.198666667,0
297.55675|297.5225|294.963875|294.7325|294.889375|296.357125|298.03075,65.29928063|1551.031694|0|0|0|2.198666667|0,0
297.5225|294.963875|294.7325|294.889375|296.357125|298.03075|298.7485,1551.031694|0|0|0|2.198666667|0|0,0
294.963875|294.7325|294.889375|296.357125|298.03075|298.7485|298.648375,0|0|0|2.198666667|0|0|0,0
294.7325|294.889375|296.357125|298.03075|298.7485|298.648375|299.304625,0|0|2.198666667|0|0|0|0,0
294.889375|296.357125|298.03075|298.7485|298.648375|299.304625|298.92375,0|2.198666667|0|0|0|0|0,0
296.357125|298.03075|298.7485|298.648375|299.304625|298.92375|299.401625,2.198666667|0|0|0|0|0|0,0
298.03075|298.7485|298.648375|299.304625|298.92375|299.401625|299.461625,0|0|0|0|0|0|0,0
298.7485|298.648375|299.304625|298.92375|299.401625|299.461625|300.045125,0|0|0|0|0|0|0,0
298.648375|299.304625|298.92375|299.401625|299.461625|300.045125|300.297875,0|0|0|0|0|0|0,0
299.304625|298.92375|299.401625|299.461625|300.045125|300.297875|300.488375,0|0|0|0|0|0|0,0
298.92375|299.401625|299.461625|300.045125|300.297875|300.488375|300.70075,0|0|0|0|0|0|0,0
299.401625|299.461625|300.045125|300.297875|300.488375|300.70075|300.59875,0|0|0|0|0|0|10.19748958,0
299.461625|300.045125|300.297875|300.488375|300.70075|300.59875|300.66675,0|0|0|0|0|10.19748958|0,0
300.045125|300.297875|300.488375|300.70075|300.59875|300.66675|302.06775,0|0|0|0|10.19748958|0|0,0
300.297875|300.488375|300.70075|300.59875|300.66675|302.06775|303.02275,0|0|0|10.19748958|0|0|0,0
300.488375|300.70075|300.59875|300.66675|302.06775|303.02275|302.512625,0|0|10.19748958|0|0|0|0,0
300.70075|300.59875|300.66675|302.06775|303.02275|302.512625|300.887375,0|10.19748958|0|0|0|0|0,0
300.59875|300.66675|302.06775|303.02275|302.512625|300.887375|300.593,10.19748958|0|0|0|0|0|0,0
300.66675|302.06775|303.02275|302.512625|300.887375|300.593|297.9635,0|0|0|0|0|0|468.0195654,0
302.06775|303.02275|302.512625|300.887375|300.593|297.9635|297.958375,0|0|0|0|0|468.0195654|689.4322467,0
